doc;content
https://genius.com/00-60-etoiles-lyrics;[Couplet 1 ]   Bae dans ma vie je ne veux que toi   On pourrait toucher les étoiles ensemble   T'aimerais que je me taise mais promis   J'suis sérieux je n'fais pas l’intéressant   Arrête...   Stop me donner du love en scred'   Et je me sers dans ton cœur comme dans tes cigarettes   On avait qu'à se poser sous les draps   Et se barrer sans faire nos affaires   Bébé tu montes dans la navette   Tu conduis et j'monte à l'arrière   Et si on se perd sur la mauvaise direction   On continue, ouais jamais on s'arrête   Baby mama, on saura le faire   Baby mama, on saura le faire      [Pont]   Mon cœur bat pour nous deux, ouais, je le jure sur ma tête   J'te ferais voyager, on fera le tour de la terre   Mon cœur bat pour nous deux, ouais, je le jure sur ma tête   J'te ferais voyager, on fera le tour de la terre      [Refrain]   Baby mama fera le tour de la terre   Baby mama fera le tour de la terre   Baby mama fera le tour de la terre   Baby mama fera le tour de la terre      [Couplet 2]   N'importe quelle direction sera la bonne   A l'entrée du bonheur je toque à la porte   Baby tu sais que nous deux c'est toi d'abord   J'ai jamais aimé quelqu'un d'autre de la sorte   Essayer de t'avoir ma rendu fou de toi   J'veux qu'tu me quittes pour essayer d'te ravoir   Encore et encore, j'te connais par cœur   Même quand t'es pas là, je te vois dans le noir   Baby, on marche sur le chemin   Et les étoiles te sourient   Moi j'te taquine comme un gamin   Quand j'te dis que tu m'fais souffrir   Mais j'ai pas le courage de t'offrir l'anneau qui traduit ce que je pense de toi   T'accepterais de devenir la femme qui mettra au monde les enfants qui m'appellent "Papa"   Toi c'est moi, moi c'est toi   Je sais c'est con mais je crois   Qu'l'amour existe mais j'sais pas   T'es ma pote et ma meuf et j'aime ça   Baby j'te veux dans mes bras      [Pont]   Mon cœur bat pour nous deux, ouais, je le jure sur ma tête   J'te ferais voyager, on fera le tour de la terre   Mon cœur bat pour nous deux, ouais, je le jure sur ma tête   J'te ferais voyager, on fera le tour de la terre      [Refrain]   Baby mama fera le tour de la terre   Baby mama fera le tour de la terre   Baby mama fera le tour de la terre   Baby mama fera le tour de la terre
https://genius.com/00-60-michto-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
https://genius.com/00-60-nous-et-eux-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
https://genius.com/00-60-nuages-lyrics;[Intro]   RJacksProdz   Nuages, dans les nuages, hey   MastaExplicit on the beat      [Couplet 1]   On a visé les étoiles, (nan nan) je [?]   J'pourrai jouer les stars, (nan nan nan) mais dans ma tête elle avait prit d'l'ampleur (eh-hey)   Et si tu veux nous mélanger, ta copine je l'ai ménagée   Elle a voulu danser et s'élancer, ma folie est restée à l'entrée   Baby mama, tu m'améliores, j'voulais te marier et pas te [?]   D'ailleurs [?] qui me dérange   Il en faut peu pour que je les déclenche (déclenche)   Et si tu veux la tester (tester), bah, vite tu vas détester (détester)   La vapeur est inversée, je l'a regardée puis j'ai la tête perdue dans les nuages      [Pré-refrain]   Nuages, dans les nuages, (yeah-eh, nan, nan)   Les nuages, dans les nuages, dans les nuages      [Refrain]   Baby mama voulait faire la fiesta, je l’amène dans le club et elle aime ça   Elle a voulu bouger, c'était l'éclate   Tous les gars autour était choqués et c'était l'extase   Et quand elle a bougée son boule, ta copine était choquée   Tu regardes son pétard et moi son visage   Je suis sobre, ces bâtards, à côté, étaient torchés   Mais elle m'amène dans les nuages, nuages   Dans les nuages, nuages   Nuages, ça m'ira, son boule c'est un mirage   Les nuages      [Couplet 2]   Elle a dansée toute la nuit, pas besoin de ton avis   Baby mama voulait faire la folle mais c'était trop torride   Les trois quarts des meufs ont fini assises   Elle a voulu se mélanger aux autres, mais ils ont vite fini sur le côté   [?] c'est pas la même cote   Mama baby mama pouvait m’emmener dans les nuages      [Pré-refrain]   Nuages, dans les nuages, les nuages   Nuages, ça m'ira, son boule c'est un mirage, dans les nuages      [Outro]   MastaExplicit on the beat   RJacksProdz
https://genius.com/00-60-premier-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
https://genius.com/00-60-sali-lyrics;[Couplet 1]   Tu voulais me caresser dans l'sens du poil en pensant que j'étais  surement plus bête qu'un autre   Mais j'te fais du mal et toi t'a essayé mais c'est raté, ouais bébé, chacun ses fautes   Ok, t'as tes torts et j'ai les miens, bitch, t'as du love à donner, j'ai les mains vide, nan nan   Tu sais que je fondais devant ta plastie, tu m'a invité dans ton corps mais j'ai du refuser l'invit'
https://genius.com/00-60-suicide-lyrics;[Couplet 1]   Petite fleur a fanée, c'est la merde
https://genius.com/00-fuck-up-lyrics;[Chorus]   Mi daughter it fed up
https://genius.com/00-nuh-understand-lyrics;[Intro]   Gyal mi nuh know weh you get such a good pussy from   But hi tie mi, hi time mi      [Chorus]   Gyal it likkle and cute   Full a grip, full a glue   Gyal hi tie mi, hi tie mi   Gyal mi nuh know weh you get such a good pussy from   But hi tie mi, hi time mi   Every time mi up in a you belly is like mi deh a heaven   Meck mi waan turn you in a wifey      [Verse 1]   Gyal you have the best pussy don't it   Weh mi would a do without it   Full a glue, full up a nough grip   The kind a pussy weh meck mi come quick   Gyal you body healthy and you don't sick   Come in a you belly don't trip   Mi never get a pussy like yours   Suh mi haffi sing about it      Gyal mi nuh know weh you get such a good pussy from   But hi tie mi, hi time mi      [Chorus]      [Verse 2]   Gyal, the way how you pussy good trap mi   Meck mi happy like mi win a few lottery   What a puunanny fit, full a glue, full grip   You could a sponsor the glue factory   Gyal you pussy good, it better than diamond   The kinda pussy one in the island   Mi have supn fi you whine pon   Back it up fi I man      Gyal mi nuh know weh you get such a good pussy from   But hi tie mi, hi time mi      [Chorus]      [Verse 1 Repeated]
https://genius.com/0017th-nesby-phips-hollygrove-mikey-rubenstein-bros-lyrics;[Verse 1: Nesby Phips]   And man I can't sleep grab raw and I burn   As the wheel on a 68 Cadillac turn   The fuzz pay me close on how I dose and I earn   They plant inside a ticket a nigga just trying to kick it   Asking me where I headed to get all up in all my busisness   There's a plague of nigga's feeling played up in my city   That's why I hop a plane on a regular   Besides man I got a few shows on the schedule   Stackins on the gas and I feel that there ain't no letting up how   Stay in position for the licks that I've been setting up   Cause ain't nothing like your own money   You can't take those sharks to get the long money   She's hoping this conversation gonna lead to relations   Mama got the lead but if it ain't leading to the paper   I'm about to stack the sabre and your looking for a saviour   You want it all gravy but can't even cook the gravy   Why apologize, you wanna qualify, keep it moving   I'm Autobahn round, keep cruising   Fresh street hustling a nigga finna do a little something   Man that's what you saying, brunch with the Rubenstein brother's   Damn a nigga was hungry   I spit a mill over a meal with my lil homie   Shit, I spit a mill over a meal with my lil homie   Huh, I spit a mill over a meal with my lil homie      [Verse 2: Curren$y]   You know I flip-flop serve hoes, with a fat sack that'll hurt your nose   Smell it in my clothes, flowers are grown like a rose   Broken down, and in my paper it was rolled   Story of a jet written in stone tablets   I'm a ownership manual, you just a test drive pamphlet   Nigga please, ease up off of that ho   She can't breathe   You're threaten text messages, she scared to leave   I'm hard top 63. Double S. You at the traffic light stressed, mad pressed   Hope your girl ain't looking at me, what a mess   Life too short got the master button in the whip,that say sport   Of course a GT3  on a close course   Bad bitches with they clothes off sweeping out my loft   The journal of a boss   I make big money, a big ass garage, everybody know me   I'm betting with the stars   200 large, my left my right arm   Strong, breaking suckers off, some      [Verse 3: Hollygrove Mikey]   You never met the kind, but you say you heir to the throne
https://genius.com/003-bitbox-lyrics;-
